TSPAN6,HPA004109;
ALDH4A1,CAB004645;HPA006401;HPA072759;
STARD9,HPA014562;
THEM4,HPA028161;
UBR1,HPA038838;HPA038839;
AMFR,CAB026381;HPA029018;HPA077835;
MED8,HPA028377;HPA028438;
RGL4,HPA035979;
PGLYRP3,HPA030369;
CCDC17,HPA028338;
GPBP1L1,HPA028593;
NAE1,HPA041178;HPA042041;
ACE,CAB002426;CAB002921;HPA029298;HPA069790;
EFCAB14,HPA011224;HPA011938;
SPON2,HPA040170;HPA066095;
CHCHD6,HPA047673;HPA051975;
CTBP1,CAB004217;HPA018987;HPA044971;
LRRC36,HPA058479;
ZDHHC1,HPA042531;HPA048659;
ATP6V0D1,HPA016938;
ZFYVE28,HPA038175;HPA057587;
CARMIL2,HPA041402;
PIP,CAB002661;HPA009177;
PSKH1,HPA053927;HPA062763;
ZYX,HPA004835;CAB009321;HPA073497;CAB075747;
ABR,HPA053618;HPA054824;
LYPD5,HPA042511;HPA054670;
CCDC117,HPA000826;
ZNF222,HPA004086;
ZNF221,HPA059435;
ZNF233,HPA020975;
ZNF235,HPA045582;
GNE,HPA007045;HPA027258;
TNFRSF13C,HPA003246;CAB008380;
ARHGAP35,CAB037311;HPA055184;HPA056470;
CCDC28B,HPA028589;
IQCC,HPA028602;HPA028686;
TMEM234,HPA015049;
BSDC1,HPA031358;HPA031360;
ZBTB8A,HPA031768;HPA031769;HPA031770;
ATAD3B,HPA058968;HPA064867;HPA065305;
ZNF362,HPA059239;
CPAMD8,HPA031327;HPA031328;HPA031329;HPA031330;
CCDC58,HPA047777;HPA051965;
VMA21,HPA010972;
CILP2,HPA041847;
ABCG1,HPA031470;HPA031471;
TFF3,CAB020681;HPA035464;
TFF2,CAB025834;HPA036705;
TFF1,CAB002170;HPA003425;
RSPH1,HPA016816;HPA017382;
SLC37A1,HPA030418;CAB034154;
PDE9A,HPA011380;HPA011978;
WDR4,HPA017381;
NDUFV3,HPA019791;HPA020463;HPA030427;CAB034142;
PKNOX1,CAB004285;HPA057215;HPA065017;
CBS,HPA001223;
U2AF1,HPA044833;HPA052083;
PDXK,HPA030196;HPA030197;HPA030198;CAB033918;
CSTB,HPA017380;CAB047320;HPA058557;
RRP1,HPA016818;HPA018166;
GAB3,HPA010090;
C21orf33,HPA018517;
C21orf2,HPA030283;HPA030284;CAB034126;CAB034128;
LRRC3,HPA017975;
ITGB2,HPA008877;HPA016894;
FAM207A,CAB034178;HPA036354;
FTCD,HPA020073;HPA030928;HPA030929;HPA036114;
LSS,HPA032060;HPA032062;CAB034116;
VAV2,HPA003224;
MCM3AP,HPA021527;HPA032103;
C21orf58,HPA035110;HPA035111;
PCNT,HPA016820;HPA019887;HPA032101;
DIP2A,HPA052516;
PRMT2,HPA018976;HPA029591;
CLDND2,HPA056971;
ADAMTS13,HPA042014;HPA042844;HPA052077;
SLC2A6,HPA042272;CAB046014;
GPSM1,HPA042199;HPA060736;
C19orf47,HPA041843;HPA046309;
TOR2A,HPA071229;
ST6GALNAC6,HPA018890;
ZDHHC12,HPA059339;
PKN3,HPA045390;HPA058305;
BRSK1,HPA021212;HPA061719;
TAOK1,HPA007669;
MED27,HPA007002;
SIK3,HPA045245;HPA048161;
JAML,HPA005854;HPA047919;
TLCD1,HPA042366;
S100A1,CAB002599;HPA006462;
CHTOP,HPA028647;HPA030540;
CXCR5,CAB026149;HPA042432;
FLAD1,HPA028476;HPA028486;HPA028563;
SHC1,HPA001844;CAB005374;CAB016305;
VPS11,HPA039020;
ADAR,HPA003890;HPA051519;CAB056157;
UBE2Q1,HPA063368;
CRTC2,HPA028454;HPA028465;
ANO10,HPA016624;HPA051569;
FDPS,HPA028200;
RUSC1,HPA028510;HPA029922;HPA029923;
FAM189B,HPA006659;HPA050674;
LMNA,CAB004022;HPA006523;HPA006660;HPA012078;
CCDC12,HPA056814;HPA060530;
UBQLN4,HPA061797;
MYL3,HPA016564;CAB018662;HPA046859;HPA063034;
PPP1R35,HPA021604;HPA051607;
GPATCH4,HPA028323;HPA054319;
AZGP1,HPA012582;HPA012876;CAB016087;CAB032276;
FGFR4,CAB005196;HPA027273;HPA027369;HPA028251;
CYP3A4,CAB033671;HPA072245;HPA075539;
CYP11B1,HPA049171;HPA056348;HPA057752;
HK3,HPA056743;
ZNF394,HPA051421;HPA054639;
CPSF4,HPA049094;HPA066470;
TONSL,HPA024679;HPA046494;
MUM1,HPA048063;
RECQL4,CAB017800;HPA025821;
LRRC14,HPA021047;
COL26A1,HPA027059;
PPP1R16A,HPA023755;
ORAI2,HPA055137;HPA065937;
ALKBH4,HPA051422;
CCDC105,HPA058585;
SH2B2,HPA051131;
MRNIP,HPA043975;
SQSTM1,CAB004587;HPA064165;HPA068843;
MGAT4B,HPA012804;HPA052134;
RPL8,HPA045095;HPA050165;
MAML1,HPA037687;HPA057531;
PGLYRP2,CAB033468;HPA046311;HPA075237;
LRWD1,HPA021320;
FBXL13,HPA057232;
CELF5,HPA042012;HPA060336;
MFSD12,HPA042149;HPA043088;
DVL3,CAB046486;HPA058265;
AP2M1,HPA036849;HPA069870;
ABCF3,HPA036332;
PCYT1A,HPA035428;
DMKN,HPA029406;
U2AF1L4,HPA052083;HPA061644;
BDH1,HPA030947;HPA058709;
NPHS1,CAB035555;
ZNF382,HPA049259;
PLXDC1,HPA012805;
PGAP3,HPA016591;
IKZF3,HPA024377;HPA073266;
SAP30BP,HPA042382;HPA052943;
ACOX1,CAB021094;HPA021192;HPA021195;HPA028759;
CYGB,HPA017757;HPA061642;
SRSF2,HPA049905;
ZNF577,HPA041499;HPA046761;
TMEM143,HPA014476;HPA058645;
CCDC155,HPA019937;HPA019940;
ALDH16A1,HPA059488;
DCD,HPA063967;
ITGA5,HPA002642;CAB009008;
MPP3,HPA021818;HPA024742;
LSM12,HPA051934;
EMC10,HPA053905;
FAM171A2,HPA019770;
DBF4B,HPA048465;
FMNL3,HPA002552;HPA023201;
AQP5,HPA065008;
RACGAP1,CAB025859;HPA039427;HPA043912;
LARP4,HPA039306;HPA039673;
GRASP,HPA040664;HPA062028;
RAVER1,HPA043575;HPA049457;
SPC24,HPA051234;
LEMD2,HPA017340;
TREML1,HPA016700;HPA017860;
MED11,HPA056669;
CXCL16,HPA053253;HPA066315;
SCIMP,HPA006117;
RNASEK-C17orf49,HPA022961;HPA024457;
BCL6B,HPA059147;HPA075112;
ASGR2,HPA014899;HPA015998;
TNFSF13,HPA004863;
SENP3,HPA060290;
EIF4A1,CAB011689;HPA068286;
RPL26,HPA030449;CAB037301;
PRR35,HPA069297;
WDR90,HPA049362;HPA061785;
SPSB3,HPA046602;
TBC1D24,HPA044712;HPA068080;
AMDHD2,HPA041184;HPA041321;
NTN3,HPA050817;
FLYWCH2,HPA041354;
ZG16B,HPA041125;HPA053549;
ZNF75A,HPA001665;
ADCY9,HPA041328;HPA044225;
CLPB,HPA039005;HPA039006;HPA064571;
NEU3,HPA038729;HPA070381;
CYB561A3,HPA045674;HPA052548;
ASRGL1,HPA029725;HPA055572;CAB070192;
UBXN1,HPA012669;HPA076932;
TTC9C,HPA055169;
TAF6L,HPA067239;
NXF1,CAB016327;HPA061593;
STX5,HPA001358;
SLC25A45,HPA050821;
RPL29,HPA069064;
ITIH3,HPA017373;
SYVN1,HPA005480;HPA024300;CAB037030;
ZFPL1,HPA014909;HPA017347;
RPS6KA4,CAB008649;HPA023225;
TPCN2,HPA016561;HPA027080;
FGF19,HPA036082;
PDZK1IP1,HPA014907;
TAL1,CAB017805;HPA047866;HPA073983;
CMPK1,HPA053730;HPA058604;
BEND5,HPA054347;HPA058007;
COA7,HPA028154;HPA029926;
ZYG11B,HPA028156;
C1orf123,HPA043835;
MAGOH,CAB015425;HPA043036;HPA047754;
FAM151A,HPA016840;
LEXM,HPA035889;HPA035890;
BSND,HPA053836;HPA060617;
USP24,HPA026723;HPA028428;HPA067124;
ZSWIM5,HPA018211;
GMEB1,HPA044811;HPA052975;
SELENON,HPA058076;
AK4,HPA042753;HPA049461;
RAVER2,HPA045785;
CTRC,HPA046920;
RBP7,HPA034749;
TMEM82,HPA060282;
DRAXIN,HPA014302;
PDPN,HPA007534;HPA007949;CAB008376;
LRRC38,HPA038778;
DHRS3,HPA010844;
LAPTM5,HPA051293;
SDC3,HPA017087;CAB025786;HPA048085;
KIAA1522,HPA032050;HPA032051;HPA064839;
TMCO4,HPA014601;HPA014620;
UBXN10,HPA028555;HPA028564;
ALPL,HPA007105;HPA008765;CAB020829;
WNT4,HPA011397;
TTLL10,HPA042712;
MXRA8,HPA053958;HPA055780;
FAAP20,HPA038829;
MEGF6,HPA052129;
IL23R,HPA056427;
DIRAS3,HPA028483;HPA028557;HPA029384;
OMA1,HPA055120;
MYSM1,HPA054291;HPA057306;
TM2D1,HPA046058;HPA055621;
USP1,HPA028387;HPA028440;
FUBP1,HPA006149;
NEXN,HPA011185;HPA011904;
DNAJB4,CAB004995;HPA028383;HPA028385;
ADGRL4,HPA025229;
LRRC53,HPA054062;
FAM102B,HPA028451;
HENMT1,HPA028464;HPA028497;
AKNAD1,HPA030270;HPA030271;HPA030272;
C1orf52,HPA036072;HPA061790;
GBP2,HPA042682;CAB045975;
ATXN7L2,HPA029827;HPA054952;
GBP4,HPA030101;HPA062039;
ZNF326,HPA028450;HPA028461;HPA028466;
BRINP3,HPA054693;
GFI1,CAB011197;
KCNT2,HPA051218;
VCAM1,CAB000154;HPA034796;HPA069867;
EXTL2,CAB020716;HPA068921;
SLC30A7,HPA018034;
ZNF281,HPA051228;
CADM3,HPA002981;CAB025746;
TRIM58,HPA023637;
SLAMF9,HPA035153;
PEX19,HPA044837;HPA051966;
NCSTN,CAB021982;HPA054846;HPA070642;
VANGL2,HPA027043;
OLFML2B,HPA054136;HPA062739;
FCRLB,CAB026139;
KLHDC9,HPA032058;HPA043197;
C1orf74,HPA028496;
ATF3,HPA001562;
RBM15,CAB015201;HPA019824;HPA049642;
DENND2D,HPA043630;HPA048642;
IER5,HPA029894;
SNED1,HPA036414;HPA036415;
BPNT1,HPA048461;
BROX,HPA031445;
NBPF20,HPA042595;HPA043105;HPA043692;HPA044023;HPA046971;HPA058050;
ACP6,HPA028560;
WDR64,HPA046186;
CNST,HPA007225;HPA007226;
PPP1R21,HPA036791;HPA036792;
PKDCC,HPA026427;HPA026442;HPA026526;
OXER1,HPA051433;
HAAO,HPA036394;HPA042024;
MAPKAPK2,CAB010297;HPA045556;HPA063708;HPA064435;
IL20,CAB025802;
IL24,CAB025972;
FCMR,HPA003910;
PIGR,HPA006154;CAB009454;HPA012012;
CAPN2,HPA024470;
MRPL55,HPA027641;
WDR26,HPA028538;HPA028539;HPA061094;
REL,CAB004404;
PEX13,HPA032141;HPA032142;CAB032689;
KIAA1841,HPA051240;
TRIM17,HPA054908;
CAPN13,HPA029496;HPA029497;HPA030034;
LRRTM1,HPA062660;
DPY30,HPA043761;
TYW5,HPA028294;HPA045803;
FAM84A,HPA047703;
KCNJ3,HPA024231;
NEUROD1,HPA003278;CAB022450;
CLHC1,HPA045418;HPA053557;
DUSP19,HPA021501;
CFAP36,HPA008994;HPA017061;
NUP35,HPA018401;HPA018410;HPA018441;
CCDC138,HPA049899;HPA054223;
ACTG2,HPA041264;HPA041271;
WDCP,HPA041054;
SMC6,HPA035057;CAB037186;HPA042733;
H3F3A,CAB011481;CAB037178;HPA042570;
TEKT4,HPA048600;HPA053929;HPA069872;
SGCB,HPA011422;HPA058656;
SPATA18,HPA036854;HPA036855;
CCDC140,HPA042500;HPA048166;
XIRP2,HPA034813;HPA074599;
BBS5,HPA046125;
SMARCAD1,HPA016737;
PDLIM5,CAB013511;HPA016740;HPA020026;
PDHA2,HPA047487;HPA047864;HPA063053;
ANKRD23,HPA036201;
CTSS,CAB000460;HPA002988;
C1QTNF7,CAB007055;HPA051797;HPA055392;
LYSMD1,HPA028055;HPA064537;
SCNM1,HPA052439;HPA054324;
TMOD4,HPA028203;
ERCC3,CAB037153;HPA046077;
RNF149,HPA011424;
IWS1,HPA035719;HPA061866;
BOLA3,HPA046393;HPA053162;
CDC42EP3,HPA034986;HPA061792;
SMCP,HPA035105;HPA077113;
IVL,CAB002243;HPA055211;
DHX57,HPA036160;
ARHGAP25,HPA035346;HPA061395;
S100A9,HPA004193;CAB009441;
S100A12,HPA002881;CAB025872;
TGFA,HPA042297;
CCNYL1,HPA046825;
FZD5,HPA052361;
DCAF16,HPA042487;
C1orf189,HPA045779;
NPPC,HPA035362;
GNPDA2,HPA000499;HPA046891;
ALPP,CAB026327;HPA038764;HPA038765;HPA051699;
GABRG1,HPA035622;HPA058102;
ALPPL2,CAB020698;HPA038764;HPA038765;HPA051699;
ALPI,HPA038764;HPA038765;HPA051699;
HELQ,HPA036852;HPA036853;
MRPS18C,HPA050404;
CGGBP1,HPA035568;HPA037017;
ABRAXAS1,HPA037654;
PMVK,HPA029900;
PBXIP1,HPA006949;
CLDN1,CAB002602;HPA048319;
PYGO2,HPA023689;HPA074813;
HIPK1,HPA016664;
DCST1,HPA060314;
COL6A3,HPA010007;HPA010080;
INAVA,HPA027499;HPA027511;
YY1AP1,HPA006986;HPA064249;
EOGT,HPA019460;
LMOD3,HPA036034;
NAXE,HPA043766;HPA048164;
POGLUT1,HPA037855;HPA037856;
IGFN1,HPA050415;
ATP1A1,CAB018702;CAB069993;
PROK2,HPA041408;
LRRC58,HPA057574;
FSTL1,HPA035251;HPA040815;
LMOD1,HPA028325;HPA028435;HPA030097;
IGFBP7,HPA002196;CAB020668;
ARPC2,CAB001994;HPA008352;HPA052703;
CCT3,HPA006543;
RNF25,HPA036420;HPA036421;
NEK10,HPA038941;
EOMES,HPA028896;
CWC22,HPA036748;
AZI2,HPA035258;
ANKZF1,HPA035208;
FCRL4,HPA054030;
TRAT1,HPA002356;CAB026130;HPA072760;
FBLN2,HPA001934;CAB018622;
STT3B,HPA036448;HPA036646;
CHCHD4,HPA034688;HPA063727;
DPPA2,HPA036134;
SGO2,HPA035163;HPA040817;
SERPINI1,HPA001565;HPA056092;
SUCLG1,HPA036683;HPA036684;
NUAK2,HPA008958;
SPTA1,CAB016193;HPA028048;HPA028253;CAB037246;
PRKCI,HPA026574;HPA038635;
AIM2,HPA031365;HPA040309;
EIF5A2,HPA029090;
SLC2A2,CAB010444;HPA028997;
RPL22L1,HPA048060;HPA056207;HPA068294;
FABP1,CAB002305;HPA028275;
ICA1L,HPA042507;
ICOS,CAB032575;HPA034865;
RYBP,HPA053357;
PPP4R2,HPA034695;HPA039837;HPA073758;
SPICE1,HPA064843;
CCDC191,HPA047833;
CADPS,HPA059328;
NKX6-1,HPA036774;CAB070169;
WDFY3,HPA042734;HPA048572;
COX18,HPA046772;HPA049489;
PTPN13,CAB002213;HPA063119;
SYNPR,HPA051368;HPA061671;
ALB,CAB006262;HPA031024;HPA031025;
C3orf49,HPA053582;
C4orf36,HPA057434;
THOC7,HPA044143;
PSMD6,HPA036921;HPA036922;
ADAMTS9,HPA028567;HPA028577;HPA028601;
ERICH6,HPA048373;
PTX3,HPA069320;
HESX1,HPA024187;
SLMAP,HPA002357;HPA002358;
RPL9,HPA003372;
RPP14,HPA036194;
ABHD6,HPA017283;HPA073225;
DNASE1L3,HPA019955;
RBM47,HPA006347;
APBB2,HPA023542;
IL17RE,HPA019011;
CRELD1,HPA026964;
PRRT3,HPA035127;HPA035128;HPA069859;
U2SURP,HPA037545;HPA037546;HPA061407;
MTMR14,HPA054063;
TTC14,HPA009295;
CXCL5,HPA065474;
PPBP,HPA008354;CAB017624;
PF4,CAB026008;HPA052485;
MTHFD2L,HPA035434;
RCHY1,HPA030338;HPA030339;
CPA3,HPA006479;HPA008689;CAB020712;
HPS3,HPA046281;HPA052778;
TOPBP1,CAB022451;HPA036738;HPA036739;
RYK,CAB034117;HPA045503;HPA075430;
SNRK,HPA042163;
DNAJC5G,HPA041445;
UCN,CAB010911;
ZNF513,HPA051493;
SLC4A1AP,HPA036679;
SPDYA,HPA035162;HPA066214;
KIAA1143,HPA045018;HPA061799;
KIF15,HPA035516;HPA035517;HPA061469;
TGM4,CAB033571;HPA073290;
WDR43,HPA044733;
CDCP1,HPA010978;HPA010979;CAB025637;
SLC6A20,HPA029873;
FYCO1,HPA035526;HPA057966;
ELP6,HPA046358;HPA064545;
DTX3L,HPA010570;
ZNF148,HPA001656;CAB017486;
NMNAT3,HPA039077;HPA057402;
SMIM12,HPA065331;
ZMYM6,HPA011004;HPA071865;
TPRA1,HPA019784;
YEATS2,HPA045891;
ZC3H12A,HPA032052;HPA032053;
SNIP1,HPA036896;
DNALI1,HPA028305;HPA031633;
POLR2H,HPA037745;HPA055813;
KLF15,HPA003286;HPA028866;
LIPH,HPA049079;
TMEM41A,HPA059101;HPA059790;
SENP2,HPA029247;HPA029248;
IFT122,HPA041815;
RHO,HPA013440;CAB022486;CAB034887;CAB034888;
RFC4,CAB004557;HPA049123;HPA058507;
BAP1,CAB004322;HPA028814;HPA028815;HPA055560;
GNL3,CAB020770;HPA036742;HPA036743;
PBRM1,HPA015629;HPA059373;
UVSSA,HPA050824;HPA053496;
FAM208A,HPA006735;HPA017142;
ARHGEF3,HPA034715;HPA064945;
SLBP,HPA019254;HPA061670;
LRPAP1,HPA008001;CAB025518;
UBXN7,HPA048441;HPA049442;
PIGX,HPA029409;HPA073301;
MELTF,HPA004880;
OTOP1,HPA035599;
ABLIM2,HPA035808;
C1orf50,HPA030236;
ERMAP,HPA042573;HPA054672;
ZNF691,HPA062527;
AIMP1,CAB017618;HPA018476;
DNAJB14,HPA036016;
EMCN,HPA005928;
SLC9B2,HPA047008;
BDH2,HPA036028;HPA036029;
PGRMC2,HPA041172;HPA058652;
CAMP,CAB015949;CAB016522;HPA029874;
ZNF589,HPA003145;
FBXW12,HPA037491;HPA037492;
PLXNB1,HPA040586;
CCDC51,HPA010980;HPA011408;
ATRIP,CAB033109;HPA047590;
SHISA5,HPA042295;
BSN,HPA034757;
APEH,HPA029700;HPA029701;HPA029702;HPA029703;
INTU,HPA036714;HPA036715;HPA061467;
RNF123,HPA065983;HPA071879;
HSPA4L,CAB034450;HPA039149;HPA061446;
ABHD18,HPA050168;HPA051676;
CAMKV,HPA007656;CAB034931;
MON1A,HPA053752;HPA058032;
MST1R,HPA007657;HPA008180;CAB008972;
TEX264,CAB005002;HPA017739;
POC1A,HPA040600;
C4orf3,HPA026907;
PRSS12,HPA035054;
SAP30,CAB022627;HPA059012;
SCRG1,HPA012882;
HAND2,HPA019591;CAB025576;
MAD2L1,HPA003348;
ANXA5,CAB003677;HPA035330;
FBXO8,HPA002885;
HPGD,HPA004919;HPA005679;
FAM198B,HPA007227;
NAA15,HPA023589;HPA050661;
IL15,CAB004457;HPA037738;
FAM160A1,HPA046348;
ARFIP1,CAB005080;HPA037375;HPA063759;
ICE1,HPA054452;HPA061934;
ANAPC10,HPA044547;
ABCE1,CAB012476;HPA036846;
OTUD4,HPA036623;
TMEM184C,HPA054013;
PRMT9,HPA036844;HPA042537;
MOCS2,HPA037679;HPA037680;
EDIL3,HPA020415;
TMEM161B,HPA044562;
ELOVL7,HPA036337;
NDUFAF2,HPA048082;HPA054776;
LMBRD2,HPA012165;
RANBP3L,HPA037471;HPA037472;HPA061526;
NIPBL,HPA040834;HPA058239;
RNF180,HPA006897;
PGGT1B,HPA030646;
CCDC112,HPA045120;HPA050621;
ANKRD33B,HPA056974;
CMBL,HPA036571;
C5orf63,HPA043240;
PRRC1,HPA039212;
F2RL1,CAB012989;HPA014091;
WDR41,HPA043124;
PRDM9,HPA059555;
NDUFS4,HPA003884;
SPINK1,CAB026366;HPA027498;
GRPEL2,HPA018173;HPA023211;
CDC20B,HPA053900;
TIGD6,HPA044599;
ENPP6,HPA042740;HPA069197;
CAGE1,HPA029832;
CASP3,CAB000091;HPA002643;CAB008381;
ERAP1,CAB025095;HPA042317;
ERAP2,CAB025618;HPA034498;HPA064360;
CFAP97,HPA049446;HPA053335;
TMEM174,HPA037975;
RICTOR,HPA037802;HPA037803;
UBLCP1,HPA039615;
TLR3,CAB025658;
NSA2,HPA043487;
GFM2,HPA036863;HPA069871;
SLC6A18,HPA011885;
CCDC127,HPA045052;
ADGRF2,HPA035507;
SEPT8,HPA005665;HPA036534;
SHROOM1,HPA037690;HPA037691;
GDF9,HPA069146;
GRIK2,HPA014395;HPA014623;CAB022463;
CGAS,HPA031700;HPA031702;
FABP7,CAB025488;HPA028825;CAB058697;
TXLNB,HPA030401;HPA030402;HPA030403;
CITED2,CAB016157;CAB069879;
TBXT,HPA003322;
DCBLD1,HPA059667;
SFXN1,HPA019543;HPA063745;
SAMD3,HPA028992;HPA028993;
IL22RA2,HPA030582;CAB034906;
SPATA48,HPA026094;
HIST1H2AA,HPA041189;
KIAA0895,HPA021036;HPA061066;
GALNT10,HPA007525;
MYOZ3,HPA039166;
COG5,HPA020300;HPA041583;
BMT2,HPA044405;HPA050733;
SLU7,HPA035907;HPA058120;
PTTG1,CAB008373;HPA008890;HPA045034;
CAMLG,HPA052636;HPA056472;
KCNK5,HPA059148;
STEAP1,HPA030985;
CDCA7L,HPA027169;HPA074623;
SP8,HPA054006;
MIOS,HPA042928;HPA052223;
KIAA1324L,HPA044527;HPA076093;
USP49,HPA030254;HPA030255;
SYTL3,HPA030584;HPA030585;HPA030586;
HEY1,HPA055599;HPA063472;
ZNF704,HPA024285;HPA024302;
FABP5,CAB017831;CAB040577;HPA051895;
TAGAP,HPA031000;HPA039982;
COL1A2,CAB032650;HPA059738;
FNDC1,HPA030962;HPA030963;
CHMP4C,HPA023799;
PGAM2,HPA043801;HPA050314;HPA060173;
BRI3,HPA042215;
CTSB,CAB000457;HPA018156;HPA048998;
DLC1,HPA017753;
ADCY1,CAB018364;HPA068274;
PEX2,HPA010983;HPA011410;HPA027729;
RAD21,HPA020044;CAB022065;
SBSPON,HPA029595;
PHKG1,HPA012057;
CSMD3,HPA029007;
SPIDR,HPA027201;HPA041582;
DEFA5,HPA015309;HPA015775;CAB069919;
DNAAF5,HPA020243;
DEFA4,HPA051266;
DEFA6,HPA019462;
OSGIN2,HPA028515;HPA050595;
OXR1,HPA027375;HPA027380;HPA027395;
TMEM74,HPA015672;HPA076461;
GPER1,HPA016718;HPA027052;
NOS3,CAB002168;
MICALL2,HPA025695;
CA3,CAB004967;HPA021775;HPA026700;
INTS1,HPA021658;HPA053009;
CDK5,CAB008909;HPA064535;
SLC4A2,HPA019339;
FASTK,HPA031621;CAB032539;
TMUB1,HPA029429;
FMC1,HPA045663;HPA050553;
GBX1,HPA055783;
PHAX,HPA059630;HPA070326;
FOXK1,HPA017998;HPA018864;
OSR2,HPA052425;HPA063486;
BAALC,HPA027132;HPA068307;
FZD6,HPA017991;
CTHRC1,HPA059806;HPA061896;
SLC25A32,HPA024763;HPA047402;
DCAF13,HPA044504;
TP53INP1,HPA005856;
INTS8,HPA057299;
VIRMA,HPA031530;
PDP1,HPA018483;HPA019081;HPA021152;
WASHC5,CAB034216;CAB034219;HPA064649;HPA070916;
RPP25L,HPA052187;HPA059698;
FAM219A,HPA019338;HPA052909;
C9orf24,HPA053008;
MYORG,HPA060533;HPA067487;
NUDT2,CAB004684;HPA044903;HPA058623;HPA067639;
TMEM65,HPA025020;
PSIP1,CAB013718;HPA019697;
CCDC171,HPA019803;HPA019806;HPA024133;
UBAP1,HPA019804;
NIPSNAP3B,HPA042491;
ABCA1,HPA057283;CAB069889;
NFIL3,HPA003261;
TMEM71,HPA058401;HPA070655;
MAMDC2,HPA021814;HPA022249;
C8orf34,HPA044420;HPA053065;
ALDH1A1,HPA002123;CAB020690;
KDM1B,HPA031269;HPA055597;
HGSNAT,HPA029578;
C9orf64,HPA054903;HPA066190;
SVEP1,HPA020610;HPA021520;
ANKS6,HPA008355;
FBP1,HPA005857;HPA012513;CAB033869;
CFAP47,HPA044633;HPA054859;
CYBB,HPA051227;
DYNLT3,HPA003938;
METTL27,HPA022420;HPA074662;
MID1IP1,HPA038816;
CXorf58,HPA031542;HPA031543;HPA031544;
KIAA1958,HPA020625;
PTCHD1,HPA046110;
RNF183,HPA057675;
PCDH19,HPA027533;
VEGFD,HPA027342;
OR1Q1,HPA044828;
STRBP,HPA020651;
CARD19,HPA010921;HPA010990;HPA038297;
ATP7A,HPA012887;HPA048107;
ZNF367,HPA015319;HPA015785;
NLGN4Y,HPA001651;
HDX,HPA047189;
NDUFB6,HPA044001;HPA053334;
NOL6,HPA055891;HPA061002;
VCP,CAB005593;HPA012728;HPA012814;
BRWD3,HPA012802;
SLITRK5,HPA013843;
MELK,HPA017214;
OTUD1,HPA038503;HPA038504;
ARHGAP12,HPA000412;
FAT3,HPA026878;
HECTD2,HPA037767;
FBXO33,HPA046657;
INTS6L,HPA001552;HPA013200;HPA013335;HPA030747;
GPR101,HPA001084;
CLDN2,CAB002609;HPA051548;
LRFN5,HPA001177;
WRN,HPA028661;
MARCH8,HPA014597;
TSHR,CAB000473;
CFL2,CAB037078;HPA045599;
SUGT1,CAB015942;HPA043949;
GTF2A1,HPA000869;
PGM2L1,HPA056995;HPA060948;
SLC16A9,HPA049286;
INPPL1,HPA037601;
MBL2,HPA002027;CAB016782;
GJB2,CAB013093;HPA014362;
CRYL1,HPA040403;
HEPACAM,HPA017613;CAB025486;
SKA3,HPA039272;HPA039356;HPA061534;
MICU2,HPA045511;HPA058790;
PKNOX2,HPA028867;CAB034342;HPA055368;HPA066962;
RPL10L,HPA011311;
LRR1,HPA065703;HPA069364;
DNAAF2,HPA002894;HPA004113;
DEPP1,CAB013687;HPA037818;HPA037819;
EML5,HPA054019;HPA055379;
NEMF,HPA004160;
TMEM63C,HPA030657;
NGB,HPA042615;HPA058596;
NOXRED1,HPA055658;
CDX2,CAB002221;HPA045669;HPA049580;
AMER2,HPA039458;
AKR1E2,HPA037821;HPA037822;
KBTBD6,HPA046861;HPA048914;
SSX5,HPA045683;
SSX3,HPA045683;
DRGX,HPA043978;
NUDT5,HPA019827;
DACT1,HPA003016;HPA074619;
UCMA,HPA046718;
BEND7,HPA037835;
ATP5F1C,HPA060949;
PRPF18,HPA037599;HPA047950;
VSTM4,HPA017279;
VDAC2,HPA043475;
COMTD1,HPA042165;
ABRAXAS2,HPA037591;HPA037592;HPA074089;
QSOX2,HPA012716;HPA017280;
PRDX3,CAB008656;HPA041488;CAB079909;
GHITM,HPA016464;HPA061664;
SNAPC4,HPA046627;HPA073243;
PMPCA,HPA021648;HPA063735;
SDCCAG3,HPA029303;
FRMD7,HPA000886;
SPACA9,HPA022243;HPA051600;
HPRT1,HPA006360;CAB012200;
BORCS5,HPA039509;HPA043627;
ZMYND19,HPA020642;HPA050761;
DDX21,HPA036592;HPA036593;
BMS1,HPA036589;HPA043081;
STK32C,HPA017894;
JCAD,HPA017956;
FUNDC2,HPA059129;
METTL17,HPA002955;HPA059802;
SLC39A2,HPA030489;HPA073231;
NDRG2,HPA002896;HPA003590;CAB017491;
RNASE7,HPA005690;CAB062560;CAB068225;
ARHGEF40,HPA030745;HPA030746;HPA030757;
CASP7,CAB025563;
CCDC186,HPA014569;HPA018019;
VWA2,HPA037847;
SALL2,HPA004162;
PRAP1,HPA038713;HPA052451;
TRUB1,HPA037914;HPA057552;
ERICH6B,HPA043559;
CYP2C19,HPA015066;
ZFYVE1,HPA002898;
HSPA12A,HPA011273;HPA073244;
FRAT1,CAB046472;HPA055258;
UBTD1,HPA034825;
ANKRD2,HPA040842;HPA040884;
ARHGAP42,HPA039924;HPA060528;
ISCA2,HPA030492;
LARGE2,HPA056621;
PACSIN3,HPA039480;HPA043904;
TTC7B,HPA058363;HPA059577;
SLC39A13,HPA043971;
PSMC3,HPA006065;
RAPSN,HPA039475;
AGBL2,HPA007718;
CPSF2,HPA024238;
